rms_mean,rms_std,zcr_mean,zcr_std,flatness_mean,flatness_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,contrast_mean,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,f0_mean,f0_std,f0_voiced_ratio,f0_jitter,caller_num_turns,caller_turn_dur_mean,caller_turn_dur_std,caller_speech_ratio,agent_num_turns,agent_turn_dur_mean,response_latency_mean,response_latency_std,response_latency_min,overlap_ratio,silence_ratio,anon_id,label,split
0.032684773206710815,0.07654323428869247,0.19236127068014705,0.04108199139030236,0.14325208961963654,0.06299828737974167,1663.6644986863835,389.16133950932374,1139.4784776259069,194.87073128292923,3040.3147977941176,671.2508608660069,17.640554037732137,-411.0745544433594,158.44500732421875,13.673683166503906,31.350048065185547,-0.9449262619018555,17.987098693847656,4.745181560516357,15.625397682189941,-3.653172016143799,14.501900672912598,1.4058042764663696,6.992425441741943,-4.044309139251709,12.564445495605469,0.7350867390632629,6.3162312507629395,-1.779233455657959,7.774797439575195,-0.09119851142168045,6.539828300476074,-0.9009936451911926,5.645366191864014,-0.4878780245780945,4.285900115966797,-2.088660478591919,6.778506755828857,112.27892890309951,28.852063153202746,0.15058823529411763,11.452990032711059,14,1.228571428571429,1.1095099120323182,0.15811730097444388,20,2.785000000000001,2.8566666666666665,1.67959320471754,1.7399999999999949,0.028130170987313824,0.3579702151130719,call_0294f969f98b,synthetic,val
0.06944318860769272,0.11623542010784149,0.18508758849488524,0.05455371855434124,0.120717853307724,0.07361799478530884,1534.1918287209799,441.5434922768284,1093.3510471338789,194.543818217212,2849.545050523952,731.1240656670908,18.565179515866095,-342.834716796875,198.1759033203125,25.191865921020508,38.39921951293945,0.9726505875587463,19.190038681030273,4.857081413269043,11.84146785736084,-11.560599327087402,21.903156280517578,-2.527991771697998,9.426024436950684,-10.899259567260742,19.0788631439209,0.651248037815094,8.439618110656738,-6.978677272796631,11.629524230957031,0.784854531288147,6.311033248901367,-3.973526954650879,8.055228233337402,-0.8352643847465515,5.452410697937012,-3.7075212001800537,7.154247283935547,134.26988430087243,32.436930042062635,0.26646706586826346,11.634273631705067,10,4.3880000000000035,6.3823331157187315,0.3422243019809704,14,4.161428571428572,4.253846153846154,3.3959105235597242,0.8799999999999955,0.029168616440492862,0.23256902199344842,call_018c9d3823ac,synthetic,train
0.011366693302989006,0.02225024811923504,0.17808369801456767,0.049331833757106085,0.12633192539215088,0.07581973075866699,1508.999270393457,519.3546090136781,1081.3334279428886,238.4281344789462,2773.7679158834585,930.653570857981,17.765601090599834,-496.5209655761719,151.18768310546875,31.659242630004883,46.68276596069336,5.889399528503418,19.552352905273438,2.274080753326416,9.860950469970703,-8.729926109313965,19.74888038635254,0.008823343552649021,9.41500186920166,-5.350729942321777,14.257314682006836,-0.4073159694671631,6.837986946105957,-5.396456241607666,12.518948554992676,0.2588571608066559,5.831765174865723,-3.1622636318206787,9.019373893737793,0.0454598106443882,5.816643238067627,-2.3294718265533447,7.468778133392334,153.78664840724323,61.843540247402565,0.24774436090225563,17.2398448121153,10,4.857999999999997,3.6211429135012088,0.2853953706967452,19,3.7736842105263166,3.6215384615384614,1.0159788470984432,2.539999999999999,0.0,0.29338503113617675,call_0181ce113ebe,synthetic,train
0.018360355868935585,0.02785266563296318,0.16627477169212368,0.05296924212795995,0.10256008058786392,0.08165618032217026,1347.0915825974116,560.5792334033215,1005.9258464003763,267.5982303573387,2478.6888686970924,1036.4206732596879,18.508617555993453,-434.0706787109375,159.15342712402344,45.67317581176758,53.345703125,4.3490118980407715,22.902027130126953,1.482395052909851,13.343413352966309,-12.252291679382324,21.235763549804688,-2.478818655014038,11.758728981018066,-9.0223970413208,16.16893196105957,-1.634765863418579,9.097636222839355,-8.804372787475586,13.4447021484375,-0.8973623514175415,7.518793106079102,-5.577138423919678,10.302135467529297,-1.217057466506958,7.13109827041626,-4.0599565505981445,7.984560489654541,174.33825437283107,66.20730660983365,0.38571954361428046,20.102625664965167,10,7.530000000000003,7.244618692519295,0.4331569259088819,13,5.058461538461544,4.713846153846146,4.232390738217203,1.5999999999999996,0.00701794753796598,0.19558214450068967,call_03680846967f,synthetic,train
0.030368629842996597,0.07029391080141068,0.18351283359820253,0.05394892618765235,0.13840176165103912,0.07310300320386887,1579.2724239423753,507.1248825141956,1115.0584292553508,221.30765973240423,2896.8140344147305,883.3129509716355,17.62083005061418,-433.619873046875,145.49514770507812,20.76351547241211,42.4045524597168,6.464221477508545,17.004470825195312,8.101430892944336,18.17618751525879,-3.278654098510742,11.145086288452148,-0.2693122327327728,6.798859596252441,-4.1957902908325195,11.275285720825195,-0.7029732465744019,7.747329235076904,-0.8432876467704773,6.966334342956543,0.37320083379745483,4.387629985809326,-0.5324674844741821,4.949320316314697,0.23577511310577393,3.543344497680664,-1.581602692604065,5.5403547286987305,107.70871970930287,33.158393720933034,0.22490135905304692,11.088406355324949,16,1.7512500000000015,1.4165092437043947,0.19199671097711404,23,3.183478260869562,4.095652173913044,2.8678788193532974,2.0999999999999943,0.01562285870905838,0.3219131149787585,call_02c249d2f89d,synthetic,train
0.02288188226521015,0.054092101752758026,0.2025891684094809,0.038807531337520074,0.14670200645923615,0.06280311942100525,1714.9845860929759,308.74220785239885,1141.1754213248212,194.13466603744143,3104.3024050836552,579.2755945125672,17.599834761273485,-472.6441345214844,167.30429077148438,9.560800552368164,23.483402252197266,-6.651464939117432,24.656522750854492,-3.6387698650360107,13.64169692993164,-9.03841781616211,24.724641799926758,1.617985486984253,7.239529609680176,-4.142024993896484,13.78200626373291,2.175760269165039,5.580240249633789,-3.5424392223358154,11.65825080871582,0.6581830382347107,4.323171615600586,-2.6745498180389404,9.115480422973633,-0.6305001974105835,5.761661052703857,-0.9388818144798279,6.534937381744385,210.8432010899995,169.86978469580728,0.09995709995709996,52.04409820087526,10,2.4380000000000006,2.460933969045086,0.16349248927038632,23,3.1808695652173906,4.59684210526316,2.290807838736507,2.5,0.0,0.34589592274678116,call_01c3806808d6,synthetic,train
0.04736765846610069,0.09398488700389862,0.1914458749181937,0.04591514077602236,0.13002483546733856,0.07605282217264175,1587.6557193396602,435.42377729738547,1091.5312526385403,231.42267744993515,2915.093600021815,745.2767625925186,18.249772122142577,-367.677001953125,144.4178466796875,16.872535705566406,31.379135131835938,-5.294495582580566,20.1356201171875,-0.2546099126338959,8.2387113571167,-14.872733116149902,28.472118377685547,-2.4650559425354004,9.769339561462402,-6.790752410888672,14.744874000549316,-2.1307640075683594,6.523006439208984,-5.5837812423706055,11.310816764831543,-3.9771759510040283,8.715644836425781,-4.088333606719971,8.221597671508789,-3.793680191040039,7.832275390625,-2.2041516304016113,5.429699897766113,216.06438818910829,78.36474021361205,0.2822862129144852,16.851592337163403,11,3.305454545454546,2.5307575712220083,0.24792036001636444,14,4.615714285714286,4.752857142857143,2.2737835949656007,2.5,0.0,0.3114687031228691,call_02d28871d7b3,synthetic,train
0.03338201716542244,0.0594346821308136,0.10041301383033273,0.03688813301681375,0.016901865601539612,0.012803460471332073,699.3081288602001,211.19787644999928,700.0445941487696,115.6100006510578,1356.672316545123,410.42025882962804,19.177872571090013,-294.5093994140625,121.47515106201172,116.7558822631836,25.85950469970703,-12.197319984436035,13.690855026245117,15.242477416992188,11.596664428710938,4.154529094696045,25.700992584228516,4.608529567718506,7.67345666885376,-0.3807086944580078,17.977733612060547,-0.8371624946594238,6.932643890380859,-3.555715799331665,6.724424362182617,-0.1945793181657791,5.990457057952881,-3.2026803493499756,5.18649959564209,-3.5316648483276367,4.736805438995361,-3.8506953716278076,4.942824363708496,82.90415177835118,36.22499783188202,0.8299908842297175,9.013157253075853,12,1.9666666666666668,1.5033370288202919,0.1681151161134065,17,4.5435294117647045,3.7981818181818188,2.502572560683826,2.1599999999999966,0.010257871491665464,0.29192192620031354,call_064d8dd77899,synthetic,train
0.04960651323199272,0.08232420682907104,0.17701164928497332,0.04232095877152498,0.11528424918651581,0.07861081510782242,1513.0739452448604,459.7792455841857,1066.0772015827768,229.74022305441937,2807.2137114700654,790.5975848592753,18.813104551876254,-364.2650451660156,166.66766357421875,26.973445892333984,39.88056945800781,-4.424417018890381,21.231433868408203,-3.311844825744629,11.287507057189941,-17.69404411315918,29.983951568603516,-1.1924245357513428,8.822334289550781,-8.753710746765137,17.255199432373047,-1.793982982635498,6.89008092880249,-6.393572807312012,12.073871612548828,-1.2247439622879028,5.768688678741455,-4.814234256744385,9.531112670898438,-2.821227788925171,6.429035663604736,-4.03055477142334,7.6643452644348145,205.96229681017041,85.38269196741363,0.38322465915826914,18.62312298797497,10,7.3379999999999965,5.9258379998106605,0.3398795738767946,24,3.615833333333336,7.618333333333331,5.040148531761956,2.280000000000001,0.0030569708198239765,0.2612320518758684,call_01bf49059daf,synthetic,train
0.030701249837875366,0.07019147276878357,0.20510019706478605,0.058825417323173326,0.2910586893558502,0.1480558216571808,1375.2526922103873,386.97097717153224,1069.0732767748843,252.35954644745814,2706.2642878709453,798.087790517541,16.25518819081233,-448.8094482421875,160.96554565429688,28.49605941772461,43.72359085083008,1.1436353921890259,15.875099182128906,3.2121641635894775,9.466642379760742,-1.5286333560943604,8.025520324707031,-4.649577617645264,10.41154670715332,-6.579256057739258,11.843549728393555,-6.494966983795166,11.200309753417969,-2.5669119358062744,4.910947799682617,-3.188873529434204,5.727344989776611,-1.2866711616516113,3.5909247398376465,-0.5572671890258789,3.2510902881622314,-1.8365542888641357,4.259475231170654,97.83176249593777,31.91774717536311,0.756383712905452,14.75827147890868,10,3.283999999999998,1.8775899445832143,0.17707322333656844,32,3.7249999999999988,6.3552000000000035,6.539167604519711,0.7999999999999972,0.0017254394478593397,0.18192602178367334,call_04d682ac0cef,human,train
